Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,Wed Jul 04 18:20:06 +0000 2018,0.0,1.0,0.0,"Michael Cohen drops the reference ""personal attorney to President Donald J. Trump"" from his Twitter bio… https://t.co/3K9PCW11JO",52,@CNN
-0.926,Wed Jul 04 18:10:09 +0000 2018,0.529,0.471,0.0,"Florida prosecutors will seek the death penalty against a grandmother accused of killing a woman, then impersonatin… https://t.co/LSfgOlX3DB",53,@CNN
0.0,Wed Jul 04 18:00:06 +0000 2018,0.0,1.0,0.0,"Scientists have used in-vitro fertilization techniques to develop hybrid rhino embryos -- ""test-tube rhinos"" -- whi… https://t.co/eVzVx46PTb",54,@CNN
0.0,Wed Jul 04 17:50:00 +0000 2018,0.0,1.0,0.0,Watch these thrill-seekers take a 853-foot bungee jump off the world's highest glass-bottomed bridge… https://t.co/i4IWIy07Cm,55,@CNN
0.0,Wed Jul 04 17:40:08 +0000 2018,0.0,1.0,0.0,Why some polls may be underestimating Democrats | Analysis by @ForecasterEnten https://t.co/ZFosXIBFVF https://t.co/bH8Vc9rBTd,56,@CNN
0.5267,Wed Jul 04 17:30:00 +0000 2018,0.0,0.793,0.207,Justice Kennedy's retirement is leaving an age disparity between Democrat-nominated and Republican-nominated justic… https://t.co/xiT8MimvNI,57,@CNN
0.0,Wed Jul 04 17:20:06 +0000 2018,0.0,1.0,0.0,"Scarlett Johansson is once again at the center of a Hollywood casting controversy over the film ""Rub &amp; Tug,"" in whi… https://t.co/gktSj8T1T9",58,@CNN
0.0,Wed Jul 04 17:10:06 +0000 2018,0.0,1.0,0.0,Western US cities are scrapping July 4 fireworks because of wildfires. So they're using drones instead.… https://t.co/EEIedBcsHg,59,@CNN
0.0,Wed Jul 04 17:10:05 +0000 2018,0.0,1.0,0.0,Western US cities are scrapping July 4 fireworks because of wildfires. So they're using drones instead.… https://t.co/1hMkkfcQHy,60,@CNN
-0.6808,Wed Jul 04 17:07:07 +0000 2018,0.237,0.763,0.0,"President Trump appeared to rely on a dubious Fox News report to unleash an attack on his predecessor.

Without any… https://t.co/GX8ClvQVlJ",61,@CNN
0.4215,Wed Jul 04 16:50:00 +0000 2018,0.0,0.843,0.157,Watch this rescued chimpanzee go bananas after being reunited with the couple that raised him… https://t.co/r5B2vCcwvD,62,@CNN
-0.8885,Wed Jul 04 16:49:11 +0000 2018,0.292,0.708,0.0,"RT @CNNnewsroom: Rep. Jim Jordan confirms he knew Dr. Strauss when he worked at Ohio State University but denies he knew about any abuse: ""…",63,@CNN
0.6808,Wed Jul 04 16:41:25 +0000 2018,0.0,0.763,0.237,"2017 saw a record number of store closings — but in that same year, low-price and premium retailers saw strong sale… https://t.co/nFLkTN64gU",64,@CNN
0.4019,Wed Jul 04 16:26:00 +0000 2018,0.0,0.891,0.109,Former Real Madrid and Brazil star Ronaldo sends his support as the football world urges boys in Thai cave to 'be s… https://t.co/abWoegu8kT,65,@CNN
-0.3612,Wed Jul 04 16:13:20 +0000 2018,0.143,0.857,0.0,'They treated us as though we were animals': Letters from inside an immigration detention facility… https://t.co/Np13xnBE1O,66,@CNN
0.5423,Wed Jul 04 15:59:52 +0000 2018,0.0,0.743,0.257,Senate panel agrees with intel community that Putin was trying to help Trump https://t.co/fyI5Uuinhg https://t.co/XppJuIqwZh,67,@CNN
0.0,Wed Jul 04 15:50:02 +0000 2018,0.0,1.0,0.0,Global employment is rising. Wages not so much. https://t.co/EnZrOrNsTS https://t.co/bIJQrM9mzC,68,@CNN
-0.5267,Wed Jul 04 15:43:22 +0000 2018,0.129,0.871,0.0,"RT @CNNnewsroom: Former Trump campaign adviser Steve Cortes says ""Pruitt has to go,"" says ""all the things he's doing just reek of the swamp…",69,@CNN
0.0,Wed Jul 04 15:41:33 +0000 2018,0.0,1.0,0.0,"More Americans are putting down Buds and Coors, instead grabbing wine, liquor, Corona and Michelob. Here's what's k… https://t.co/3LRnVlgIsB",70,@CNN
-0.6486,Wed Jul 04 15:31:06 +0000 2018,0.185,0.815,0.0,At least 34 people have been confirmed dead in a ferry sinking off the coast of Indonesia's South Sulawesi province… https://t.co/a8NNQROhWK,71,@CNN
0.0,Wed Jul 04 15:21:05 +0000 2018,0.0,1.0,0.0,These gadgets could transform the lives of visually impaired people https://t.co/7jGcudFYtT https://t.co/z0ILWjDMsJ,72,@CNN
-0.7906,Wed Jul 04 15:10:44 +0000 2018,0.269,0.731,0.0,"A nationwide manhunt is underway for three men accused of kidnapping and raping two sisters, ages 13 and 14, in nor… https://t.co/6RNRZxtBwG",73,@CNN
0.0,Wed Jul 04 15:00:08 +0000 2018,0.0,1.0,0.0,A black Oregon state representative says someone called the police on her while she was canvassing door-to-door in… https://t.co/RMIbwFhRs1,74,@CNN
-0.6929,Wed Jul 04 14:50:07 +0000 2018,0.222,0.778,0.0,A 92-year-old woman allegedly killed her son in Arizona because she did not want to be sent to an assisted living f… https://t.co/Ww43chKGkK,75,@CNN
0.0,Wed Jul 04 14:42:02 +0000 2018,0.0,1.0,0.0,It’s a song every American has heard countless times – and can probably recite by heart. But how much do you really… https://t.co/dWgQKe9g3Z,76,@CNN
-0.6597,Wed Jul 04 14:33:37 +0000 2018,0.252,0.748,0.0,"Doctors told a 30-year-old woman to lose weight, but the problem was actually a 50-pound ovarian cyst. Though it's… https://t.co/WrmjENA6Ir",77,@CNN
-0.6124,Wed Jul 04 14:22:17 +0000 2018,0.182,0.818,0.0,"49% of American voters say they believe President Trump is racist, according to a new Quinnipiac University poll |… https://t.co/E2nQcLOMSn",78,@CNN
-0.6808,Wed Jul 04 14:12:31 +0000 2018,0.237,0.763,0.0,"President Trump appeared to rely on a dubious Fox News report to unleash an attack on his predecessor.

Without any… https://t.co/8sTASYb7Ua",79,@CNN
0.0,Wed Jul 04 14:00:01 +0000 2018,0.0,1.0,0.0,A planet-hunting instrument has captured the first confirmed image of a newborn planet that's still forming in our… https://t.co/oMUp7Xpe7t,80,@CNN
-0.5423,Wed Jul 04 13:50:04 +0000 2018,0.189,0.811,0.0,Congress is slowly working behind the scenes to reconcile two bills on sexual harassment https://t.co/IZsFd9Z0qA https://t.co/lYrw9u5OSy,81,@CNN
0.4215,Wed Jul 04 13:40:00 +0000 2018,0.0,0.826,0.174,"Americans eat around $62 million worth of hot dogs every #IndependenceDay, $92 million worth of chips and about $16… https://t.co/t918Whqw7C",82,@CNN
0.0,Wed Jul 04 13:30:06 +0000 2018,0.0,1.0,0.0,"Environmental Protection Agency chief Scott Pruitt, facing additional reporting about his many controversies, is ""i… https://t.co/Krx4dpry8p",83,@CNN
-0.5574,Wed Jul 04 13:23:52 +0000 2018,0.207,0.714,0.079,A new report shows that the percentage of black men in poverty has fallen and their share in the middle class has r… https://t.co/4aXQvUpIIk,84,@CNN
0.0,Wed Jul 04 13:12:39 +0000 2018,0.0,1.0,0.0,The Trump administration is allowing Chinese telecommunications equipment maker ZTE to restart some business activi… https://t.co/H7RVzqgvub,85,@CNN
-0.5994,Wed Jul 04 13:00:03 +0000 2018,0.231,0.769,0.0,"US auto tariffs could start a trade war, German Chancellor Angela Merkel says https://t.co/8Jo855LhOC https://t.co/8Cnrw5nVdn",86,@CNN
0.0,Wed Jul 04 12:53:09 +0000 2018,0.0,1.0,0.0,A federal judge has ordered FEMA to continue paying temporary hotel stays for another 20 days for hundreds of Puert… https://t.co/LG8YCJUB0Z,87,@CNN
-0.25,Wed Jul 04 12:41:34 +0000 2018,0.1,0.9,0.0,"Dozens of wildfires have torn across wide swaths of Alaska, California, Colorado and other western states, with met… https://t.co/d0930egyOd",88,@CNN
-0.8834,Wed Jul 04 12:41:08 +0000 2018,0.386,0.614,0.0,"RT @NewDay: ""These scandals are embarrassing. They are a distraction. You've got Chik-Fil-A and lotion in the same scandal ... This is not…",89,@CNN
0.0,Wed Jul 04 12:36:00 +0000 2018,0.0,1.0,0.0,China makes more fireworks than anywhere else in the world. @CNNStyle went inside one of the country's largest fire… https://t.co/Une8zrcB6T,90,@CNN
0.0,Wed Jul 04 12:29:31 +0000 2018,0.0,1.0,0.0,It's been more than 36 hours since the 12 boys and their soccer coach were located in the Thai cave network -- a ne… https://t.co/LPm3suMPun,91,@CNN
0.0,Wed Jul 04 12:26:07 +0000 2018,0.0,1.0,0.0,Fiat's US sales are down 44% this year https://t.co/WbHIAElUjG,92,@CNN
0.0,Wed Jul 04 12:15:38 +0000 2018,0.0,1.0,0.0,"The San Antonio Zoo wants to offer Toys ""R"" Us mascot Geoffrey a new job as ambassador for giraffe conservation… https://t.co/AvcEpD1IZ3",93,@CNN
-0.4019,Wed Jul 04 12:14:19 +0000 2018,0.144,0.856,0.0,Previously unreleased data suggest Puerto Rico should have declared an outbreak of a bacterial illness after Hurric… https://t.co/NCFbihl9Af,94,@CNN
0.5106,Wed Jul 04 12:01:09 +0000 2018,0.0,0.87,0.13,The Thai cave at the center of an international mission to rescue a soccer team and its coach is likely to become a… https://t.co/FPNVZVogt5,95,@CNN
-0.2924,Wed Jul 04 11:54:30 +0000 2018,0.08,0.92,0.0,"RT @NewDay: It's still not clear how rescuers will get 12 boys and their soccer coach out of a Thai cave. CNN's Anna Coren says ""the friend…",96,@CNN
-0.5574,Wed Jul 04 11:53:58 +0000 2018,0.159,0.841,0.0,Hawaii's governor signed the first bill in the US that will ban sunscreens containing chemicals harmful to coral re… https://t.co/3d22XA3PCP,97,@CNN
0.0772,Wed Jul 04 11:41:28 +0000 2018,0.0,0.929,0.071,"For #IndependenceDay, @CNNopinion asked a number of Americans who came to the US to write about their experiences.… https://t.co/2VLXnjSoRN",98,@CNN
-0.7778,Wed Jul 04 11:40:05 +0000 2018,0.291,0.709,0.0,No nation has lost more penalty shootouts in the history of the #WorldCup than England. Except this time it was dif… https://t.co/iWMsZtJbZa,99,@CNN
0.0,Thu Jul 05 00:48:14 +0000 2018,0.0,1.0,0.0,.@RepScottTaylor: “We’re getting on the path to rebuilding this military.” https://t.co/AI6q82y3kB,0,@FoxNews
0.5574,Thu Jul 05 00:46:32 +0000 2018,0.0,0.769,0.231,"Supreme Court's Janus ruling will end cash cow for liberal activists: experts

https://t.co/o1bPxJ1Hc2",1,@FoxNews
0.4939,Thu Jul 05 00:27:40 +0000 2018,0.107,0.631,0.262,"'Their Party Has No Future': Former Democrat Urges Liberals to 'Walk Away' From Democratic Party
https://t.co/GPz5CTfxQm",2,@FoxNews
0.0,Thu Jul 05 00:24:22 +0000 2018,0.0,1.0,0.0,".@benshapiro Responds to Journalist Who Compared Him to Nazi Collaborator
https://t.co/momALmqi9i",3,@FoxNews
0.0,Thu Jul 05 00:17:36 +0000 2018,0.0,1.0,0.0,"Black Oregon lawmaker says constituent called cops on her for canvassing neighborhood
https://t.co/02u0dOLk7g",4,@FoxNews
0.3446,Thu Jul 05 00:16:22 +0000 2018,0.0,0.861,0.139,"Trump slams OPEC on Twitter over gas prices, says cartel is 'doing little to help' https://t.co/HhFA1RuthA",5,@FoxNews
0.8689,Thu Jul 05 00:13:47 +0000 2018,0.0,0.605,0.395,"On Twitter, @SenJohnMcCain marked #IndependenceDay by honoring the men and women securing our freedom around the wo… https://t.co/0OTOj3aaUp",6,@FoxNews
0.0,Wed Jul 04 23:52:13 +0000 2018,0.0,1.0,0.0,"On Twitter, @SenKamalaHarris had a ""reminder"" for this Fourth of July. https://t.co/5AOx07ojsV",7,@FoxNews
0.91,Wed Jul 04 23:47:51 +0000 2018,0.0,0.545,0.455,"OPINION: I am a legal immigrant and proud to celebrate the Fourth of July in the greatest country on Earth
https://t.co/aGjkgLTNjV",8,@FoxNews
0.5719,Wed Jul 04 23:40:46 +0000 2018,0.0,0.73,0.27,"Earlier today, @FLOTUS Melania Trump wished everyone a Happy Independence Day. https://t.co/3lQwMksYjD",9,@FoxNews
0.0,Wed Jul 04 23:37:36 +0000 2018,0.0,1.0,0.0,".@POTUS: ""242 years ago on July 4, 1776, America's founders adopted the Declaration of Independence and changed the… https://t.co/jPolbI7LOL",10,@FoxNews
0.0,Wed Jul 04 23:31:12 +0000 2018,0.0,1.0,0.0,California couple finds time capsule message during home renovation https://t.co/Gr65AwhhBS,11,@FoxNews
0.0,Wed Jul 04 23:25:00 +0000 2018,0.0,1.0,0.0,#ProudAmerican: @colonialwmsburg's Thomas Jefferson reads the Declaration of Independence. https://t.co/Htvt8ATxgd,12,@FoxNews
0.3612,Wed Jul 04 23:24:22 +0000 2018,0.124,0.654,0.222,"Woman escorted down after scaling Statue of Liberty following anti-ICE protests
https://t.co/WjpDrQf5QL",13,@FoxNews
0.4215,Wed Jul 04 23:18:14 +0000 2018,0.0,0.797,0.203,.@RCamposDuffy: Liberal Media Targeting Potential SCOTUS Pick's Faith Shows 'Religious Intolerance'… https://t.co/F7WRpMOZLo,14,@FoxNews
-0.34,Wed Jul 04 23:15:59 +0000 2018,0.138,0.862,0.0,Maine teenager recovers from BB gun shot to head moments after priest reads last rites https://t.co/o1uZxFPXoe,15,@FoxNews
0.0,Wed Jul 04 23:07:00 +0000 2018,0.0,1.0,0.0,Man Paints American Flag Onto Front Lawn for #IndependenceDay. #ProudAmerican https://t.co/5UWN508jsW https://t.co/REE3Y46N10,16,@FoxNews
0.4939,Wed Jul 04 23:03:48 +0000 2018,0.0,0.849,0.151,"At the #FourthofJuly event at the @WhiteHouse today, President @realDonaldTrump praised the men and women of the U.… https://t.co/QZK1OwON6I",17,@FoxNews
0.0,Wed Jul 04 23:00:00 +0000 2018,0.0,1.0,0.0,"Tonight: Fox News presents the moving story of Dr. Krauthammer's life: ""Charles Krauthammer: His Words"" — Tune in a… https://t.co/17HQJnpI1s",18,@FoxNews
0.5719,Wed Jul 04 22:53:00 +0000 2018,0.0,0.778,0.222,Heroine of the Revolution - The real woman behind the Molly Pitcher legend. #ProudAmerican https://t.co/8fw4F0M0Qv,19,@FoxNews
0.4019,Wed Jul 04 22:50:53 +0000 2018,0.0,0.619,0.381,NATO defense spending - 2017 share of GDP. https://t.co/iasUWimS71,20,@FoxNews
0.5267,Wed Jul 04 22:39:55 +0000 2018,0.0,0.779,0.221,MOMENTS AGO: Woman just captured at base of Statue of Liberty. https://t.co/xlECIqCNtt https://t.co/gHyFcsIPEA,21,@FoxNews
0.7096,Wed Jul 04 22:32:30 +0000 2018,0.0,0.753,0.247,"As we celebrate the Fourth of July, check out the American flag in action. Share your flag photos using… https://t.co/n8buln7BTh",22,@FoxNews
0.5267,Wed Jul 04 22:30:44 +0000 2018,0.0,0.726,0.274,Woman remains at base of Statue of Liberty. https://t.co/xlECIqCNtt https://t.co/pGqe91xEF8,23,@FoxNews
0.0,Wed Jul 04 22:26:48 +0000 2018,0.0,1.0,0.0,.@annakooiman meets the men and women of the U.S.S. Monterey #ProudAmerican https://t.co/WCnFky5RBH,24,@FoxNews
0.6114,Wed Jul 04 22:24:00 +0000 2018,0.0,0.715,0.285,Our flag was still there... Happy Fourth of July! #ProudAmerican https://t.co/WMAbSM1Qqj,25,@FoxNews
0.8074,Wed Jul 04 22:22:00 +0000 2018,0.0,0.696,0.304,"""I'm proud to be an American because of the ideals that America stands for: The idea of life, liberty, the pursuit… https://t.co/58JIMzH0XH",26,@FoxNews
0.0,Wed Jul 04 22:19:23 +0000 2018,0.0,1.0,0.0,UK reportedly tells Trump he cannot meet with Brexit architect Nigel Farage https://t.co/PbF3MgD1qL,27,@FoxNews
-0.4939,Wed Jul 04 22:18:57 +0000 2018,0.198,0.802,0.0,"UK couple were poisoned by same nerve agent as ex-Russian spy, police say https://t.co/YJEjoeE1h6",28,@FoxNews
0.7603,Wed Jul 04 22:07:44 +0000 2018,0.0,0.579,0.421,NEWS ALERT: @WhiteHouse to announce Supreme Court nominee on Monday. https://t.co/KVXppQzSxc,29,@FoxNews
0.3612,Wed Jul 04 22:02:48 +0000 2018,0.154,0.569,0.276,Person scales Statue of Liberty following anti-ICE protests https://t.co/vdb9a9EGhY,30,@FoxNews
0.5719,Wed Jul 04 21:50:57 +0000 2018,0.0,0.844,0.156,Joey Chestnut and Miki Sudo won this year's Nathan's Hot Dog Eating Contest. Find out more about the iconic competi… https://t.co/6QRomvuZqs,31,@FoxNews
0.8689,Wed Jul 04 21:48:44 +0000 2018,0.0,0.605,0.395,"""Our forefathers launched a great experiment in 1776 – one that requires each generation to preserve freedom for th… https://t.co/LyU9aEVKvY",32,@FoxNews
0.2732,Wed Jul 04 21:40:10 +0000 2018,0.066,0.812,0.122,.@grecianformula: Pompeo's 'Mission: Impossible' -- Is North Korea serious about giving up its nukes? We'll find ou… https://t.co/09MrOA2Ara,33,@FoxNews
0.34,Wed Jul 04 21:33:12 +0000 2018,0.089,0.759,0.152,"HAPPENING NOW: A woman is reportedly scaling the Statue of Liberty after an ""Abolish ICE"" protest resulted in multi… https://t.co/kr5t0sgj05",34,@FoxNews
0.5267,Wed Jul 04 21:32:46 +0000 2018,0.0,0.825,0.175,"""American liberty has been earned through the blood, sweat, and sacrifice of American patriots.""

WATCH: President… https://t.co/m6ivL2bCHh",35,@FoxNews
0.9716,Wed Jul 04 21:25:35 +0000 2018,0.0,0.306,0.694,".@POTUS: ""Thank you for keeping America safe, strong, proud, mighty, and free. God bless you. God bless our militar… https://t.co/JzU2LoCz7i",36,@FoxNews
0.3384,Wed Jul 04 21:24:00 +0000 2018,0.0,0.807,0.193,".@POTUS: ""We very well may soon have the Space Force."" https://t.co/WLZjhmNaM5",37,@FoxNews
0.7096,Wed Jul 04 21:23:00 +0000 2018,0.0,0.772,0.228,"""The main reason why I'm proud to be American is because of the opportunity to grow...with the country and as a per… https://t.co/4ROypOiXGc",38,@FoxNews
0.5267,Wed Jul 04 21:21:38 +0000 2018,0.0,0.815,0.185,".@POTUS: ""American liberty has been earned through the blood, sweat, and sacrifice of American patriots."" https://t.co/eqIeGMtXwY",39,@FoxNews
0.0,Wed Jul 04 21:20:52 +0000 2018,0.0,1.0,0.0,".@POTUS: ""242 years ago on July 4, 1776, America's founders adopted the Declaration of Independence and changed the… https://t.co/Lqqc2TIkU3",40,@FoxNews
0.9246,Wed Jul 04 21:19:02 +0000 2018,0.0,0.492,0.508,".@POTUS: ""Melania and I are honored to celebrate American independence with the heroes who protect American indepen… https://t.co/irC6Uj966J",41,@FoxNews
0.0,Wed Jul 04 21:18:04 +0000 2018,0.0,1.0,0.0,HAPPENING NOW: President @realDonaldTrump hosts picnic to watch fireworks at The White House. https://t.co/u9Ru12GBVz,42,@FoxNews
-0.128,Wed Jul 04 21:07:46 +0000 2018,0.12,0.88,0.0,Tucker: Harvard Prof's Demand of Liberal 'Court Packing' Would 'Delegitimize' SCOTUS https://t.co/78dTxCS2g6,43,@FoxNews
0.0,Wed Jul 04 20:57:09 +0000 2018,0.0,1.0,0.0,House Minority Whip Steny Hoyer hospitalized with pneumonia https://t.co/MyFc8vgjZ1 https://t.co/NIcajwPC5C,44,@FoxNews
0.9062,Wed Jul 04 20:51:09 +0000 2018,0.0,0.549,0.451,"As we celebrate Independence Day, we honor and thank the men and women who keep us safe. #ProudAmerican https://t.co/XVqKQqdT9d",45,@FoxNews
0.0,Wed Jul 04 20:49:06 +0000 2018,0.0,1.0,0.0,"Moments ago, President @realDonaldTrump tweeted about OPEC. https://t.co/xIGkPF8uyo",46,@FoxNews
0.9062,Wed Jul 04 20:47:46 +0000 2018,0.0,0.549,0.451,"As we celebrate Independence Day, we honor and thank the men and women who keep us safe. #ProudAmerican https://t.co/y3gvMCyz4A",47,@FoxNews
0.9062,Wed Jul 04 20:42:57 +0000 2018,0.0,0.549,0.451,"As we celebrate Independence Day, we honor and thank the men and women who keep us safe. #ProudAmerican https://t.co/4WWLWTvYpY",48,@FoxNews
0.9062,Wed Jul 04 20:37:02 +0000 2018,0.0,0.549,0.451,"As we celebrate Independence Day, we honor and thank the men and women who keep us safe. #ProudAmerican https://t.co/bk2mD1Ldoc",49,@FoxNews
0.4404,Wed Jul 04 20:22:07 +0000 2018,0.0,0.791,0.209,".@SebGorka: ""As [@POTUS] said, 'We should have better relations with Russia.'"" https://t.co/pqvrzQGwjI",50,@FoxNews
-0.4767,Wed Jul 04 20:12:50 +0000 2018,0.279,0.721,0.0,Texas mother arrested for allegedly selling young children https://t.co/ZS0zixutZw,51,@FoxNews
0.5719,Wed Jul 04 20:07:38 +0000 2018,0.0,0.709,0.291,".@newtgingrich: America's Independence Day is celebrated around the world 
https://t.co/JnZJXyQN71",52,@FoxNews
-0.8442,Wed Jul 04 20:00:00 +0000 2018,0.336,0.664,0.0,"Rob O'Neill, the man who killed Usama bin Laden, has a message this 4th of July. @mchooyah https://t.co/ZV90tt2QL9 https://t.co/Wtxlo3dz63",53,@FoxNews
0.0,Wed Jul 04 19:59:53 +0000 2018,0.0,1.0,0.0,.@annakooiman tours the @USNavy's Mark VI patrol boat. #ProudAmerican https://t.co/auZ7NO0ZRb,54,@FoxNews
0.6486,Wed Jul 04 19:59:00 +0000 2018,0.0,0.751,0.249,"""We're a force out there and we love where we come from.""
 
Servicemembers aboard the @USNavy's #USSMonterey explai… https://t.co/o5zNwiCoIp",55,@FoxNews
-0.296,Wed Jul 04 19:56:56 +0000 2018,0.167,0.833,0.0,"Stormy Daniels lawyer Michael Avenatti teases potential 2020 run against Trump
https://t.co/VuP6JwZzwV",56,@FoxNews
0.4939,Wed Jul 04 19:54:48 +0000 2018,0.0,0.824,0.176,Thousands of NYPD officers on hand for Fourth of July celebrations in NYC; @BryanLlenas reports. https://t.co/KzRnhUSZE0,57,@FoxNews
0.5719,Wed Jul 04 19:45:25 +0000 2018,0.0,0.73,0.27,"Earlier today, President @realDonaldTrump wished everyone a Happy Fourth of July. https://t.co/sFPA0AYv3y",58,@FoxNews
0.0,Wed Jul 04 19:36:05 +0000 2018,0.0,1.0,0.0,Scarlett Johansson responds to backlash for new transgender film role https://t.co/5pjqAFsqzJ,59,@FoxNews
0.8074,Wed Jul 04 19:34:02 +0000 2018,0.0,0.546,0.454,"Paul Newman was determined to help veterans in need, says close friend
https://t.co/cGfxHZhHap",60,@FoxNews
0.8436,Wed Jul 04 19:30:47 +0000 2018,0.0,0.664,0.336,RT @trish_regan: I am always humbled by the beauty of our #NationalAnthem - here’s my rendition Happy #JulyFourth2018 !! https://t.co/hJnaE…,61,@FoxNews
0.5719,Wed Jul 04 19:30:00 +0000 2018,0.0,0.748,0.252,"On Twitter, former President @billclinton wished everyone a Happy 4th of July. https://t.co/YxXmkbgjN1",62,@FoxNews
0.4939,Wed Jul 04 19:28:00 +0000 2018,0.0,0.842,0.158,Rescuers racing time and rising water to save boys and soccer coach in Thailand cave; @GregPalkot reports.… https://t.co/5swbpGqRDf,63,@FoxNews
0.0,Wed Jul 04 19:21:40 +0000 2018,0.0,1.0,0.0,"On Twitter, @SenKamalaHarris had a ""reminder"" for this Fourth of July. https://t.co/EzsF8hFX2O",64,@FoxNews
0.0,Wed Jul 04 19:14:46 +0000 2018,0.0,1.0,0.0,BREAKING NEWS: Spokeswoman: House Minority @WhipHoyer in hospital with pneumonia. https://t.co/ncrCyrftyp,65,@FoxNews
0.0,Wed Jul 04 19:08:00 +0000 2018,0.0,1.0,0.0,Man Paints American Flag Onto Front Lawn for #IndependenceDay. #ProudAmerican https://t.co/5UWN508jsW https://t.co/Iwzszsewmk,66,@FoxNews
0.34,Wed Jul 04 19:05:00 +0000 2018,0.0,0.821,0.179,NYPD upping security for tonight's 4th of July fireworks; @BryanLlenas reports. https://t.co/4aGR8xcnlh,67,@FoxNews
0.5719,Wed Jul 04 18:55:00 +0000 2018,0.0,0.73,0.27,"Earlier today, @FLOTUS Melania Trump wished everyone a Happy Independence Day. https://t.co/IXldLQLnUw",68,@FoxNews
0.6908,Wed Jul 04 18:53:00 +0000 2018,0.0,0.769,0.231,"""I'm proud to be an American just based on the opportunities that this country provides...Pretty much if you can dr… https://t.co/8WtbgYj8VE",69,@FoxNews
0.8225,Wed Jul 04 18:50:31 +0000 2018,0.0,0.556,0.444,RT @JudgeJeanine: I am a #ProudAmerican because I live in a country where truth and justice matter. 🇺🇸 https://t.co/4BF9qEw4aP,70,@FoxNews
0.4767,Wed Jul 04 18:50:00 +0000 2018,0.0,0.763,0.237,.@NavyFederal on why they're proud to serve America's military. #ProudAmerican https://t.co/Cky4loR9bh,71,@FoxNews
0.0,Wed Jul 04 18:37:29 +0000 2018,0.0,1.0,0.0,"Stars who served their country #ProudAmerican
https://t.co/Ue2t1Z9ftD",72,@FoxNews
-0.1531,Wed Jul 04 18:34:56 +0000 2018,0.103,0.897,0.0,Deadline looms for Trump administration to reunite migrant families separated at border; @caseystegall reports. https://t.co/mllRGOhQno,73,@FoxNews
0.5719,Wed Jul 04 18:28:06 +0000 2018,0.0,0.748,0.252,"Earlier today, 2016 Democrat presidential nominee @HillaryClinton wished everyone a Happy #4thofJuly. https://t.co/cMXOJJEVpW",74,@FoxNews
0.873,Wed Jul 04 18:21:56 +0000 2018,0.0,0.525,0.475,NEWS ALERT: @POTUS nearing announcement on nominee to replace Supreme Court Justice Kennedy. https://t.co/GPp0YxPtmO,75,@FoxNews
